"sid","r","n_type","heterog","theta","theta1","theta2","C","n","w12","p11","p22","p12","pi01","pi11","pi02","pi12","B"
838,0.7,"Equal","None",0.56,0.56,0.56,20,30,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
839,0.7,"Equal","None",0.56,0.56,0.56,20,30,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
840,0.7,"Equal","None",0.56,0.56,0.56,20,30,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
841,0.7,"Equal","None",0.56,0.56,0.56,30,10,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
842,0.7,"Equal","None",0.56,0.56,0.56,30,10,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
843,0.7,"Equal","None",0.56,0.56,0.56,30,10,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
844,0.7,"Equal","None",0.56,0.56,0.56,30,10,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
845,0.7,"Equal","None",0.56,0.56,0.56,30,10,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
846,0.7,"Equal","None",0.56,0.56,0.56,30,10,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
847,0.7,"Equal","None",0.56,0.56,0.56,30,30,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
848,0.7,"Equal","None",0.56,0.56,0.56,30,30,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
849,0.7,"Equal","None",0.56,0.56,0.56,30,30,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
850,0.7,"Equal","None",0.56,0.56,0.56,30,30,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
851,0.7,"Equal","None",0.56,0.56,0.56,30,30,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
852,0.7,"Equal","None",0.56,0.56,0.56,30,30,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
853,0.7,"Equal","None",0.56,0.56,0.56,50,10,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
854,0.7,"Equal","None",0.56,0.56,0.56,50,10,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
855,0.7,"Equal","None",0.56,0.56,0.56,50,10,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
856,0.7,"Equal","None",0.56,0.56,0.56,50,10,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
857,0.7,"Equal","None",0.56,0.56,0.56,50,10,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
858,0.7,"Equal","None",0.56,0.56,0.56,50,10,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
859,0.7,"Equal","None",0.56,0.56,0.56,50,30,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
860,0.7,"Equal","None",0.56,0.56,0.56,50,30,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
861,0.7,"Equal","None",0.56,0.56,0.56,50,30,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
862,0.7,"Equal","None",0.56,0.56,0.56,50,30,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
863,0.7,"Equal","None",0.56,0.56,0.56,50,30,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
864,0.7,"Equal","None",0.56,0.56,0.56,50,30,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
865,0.7,"Equal","None",0.64,0.64,0.64,10,10,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
866,0.7,"Equal","None",0.64,0.64,0.64,10,10,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
867,0.7,"Equal","None",0.64,0.64,0.64,10,10,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
868,0.7,"Equal","None",0.64,0.64,0.64,10,10,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
869,0.7,"Equal","None",0.64,0.64,0.64,10,10,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
870,0.7,"Equal","None",0.64,0.64,0.64,10,10,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
871,0.7,"Equal","None",0.64,0.64,0.64,10,30,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
872,0.7,"Equal","None",0.64,0.64,0.64,10,30,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
873,0.7,"Equal","None",0.64,0.64,0.64,10,30,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
874,0.7,"Equal","None",0.64,0.64,0.64,10,30,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
875,0.7,"Equal","None",0.64,0.64,0.64,10,30,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
876,0.7,"Equal","None",0.64,0.64,0.64,10,30,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
877,0.7,"Equal","None",0.64,0.64,0.64,20,10,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
878,0.7,"Equal","None",0.64,0.64,0.64,20,10,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
879,0.7,"Equal","None",0.64,0.64,0.64,20,10,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
880,0.7,"Equal","None",0.64,0.64,0.64,20,10,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
881,0.7,"Equal","None",0.64,0.64,0.64,20,10,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
882,0.7,"Equal","None",0.64,0.64,0.64,20,10,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
883,0.7,"Equal","None",0.64,0.64,0.64,20,30,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
884,0.7,"Equal","None",0.64,0.64,0.64,20,30,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
885,0.7,"Equal","None",0.64,0.64,0.64,20,30,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
886,0.7,"Equal","None",0.64,0.64,0.64,20,30,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
887,0.7,"Equal","None",0.64,0.64,0.64,20,30,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
888,0.7,"Equal","None",0.64,0.64,0.64,20,30,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
889,0.7,"Equal","None",0.64,0.64,0.64,30,10,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
890,0.7,"Equal","None",0.64,0.64,0.64,30,10,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
891,0.7,"Equal","None",0.64,0.64,0.64,30,10,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
892,0.7,"Equal","None",0.64,0.64,0.64,30,10,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
893,0.7,"Equal","None",0.64,0.64,0.64,30,10,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
894,0.7,"Equal","None",0.64,0.64,0.64,30,10,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
895,0.7,"Equal","None",0.64,0.64,0.64,30,30,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
896,0.7,"Equal","None",0.64,0.64,0.64,30,30,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
897,0.7,"Equal","None",0.64,0.64,0.64,30,30,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
898,0.7,"Equal","None",0.64,0.64,0.64,30,30,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
899,0.7,"Equal","None",0.64,0.64,0.64,30,30,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
900,0.7,"Equal","None",0.64,0.64,0.64,30,30,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
901,0.7,"Equal","None",0.64,0.64,0.64,50,10,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
902,0.7,"Equal","None",0.64,0.64,0.64,50,10,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
903,0.7,"Equal","None",0.64,0.64,0.64,50,10,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
904,0.7,"Equal","None",0.64,0.64,0.64,50,10,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
905,0.7,"Equal","None",0.64,0.64,0.64,50,10,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
906,0.7,"Equal","None",0.64,0.64,0.64,50,10,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
907,0.7,"Equal","None",0.64,0.64,0.64,50,30,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
908,0.7,"Equal","None",0.64,0.64,0.64,50,30,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
909,0.7,"Equal","None",0.64,0.64,0.64,50,30,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
910,0.7,"Equal","None",0.64,0.64,0.64,50,30,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
911,0.7,"Equal","None",0.64,0.64,0.64,50,30,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
912,0.7,"Equal","None",0.64,0.64,0.64,50,30,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
913,0.7,"Equal","None",0.71,0.71,0.71,10,10,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
914,0.7,"Equal","None",0.71,0.71,0.71,10,10,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
915,0.7,"Equal","None",0.71,0.71,0.71,10,10,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
916,0.7,"Equal","None",0.71,0.71,0.71,10,10,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
917,0.7,"Equal","None",0.71,0.71,0.71,10,10,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
918,0.7,"Equal","None",0.71,0.71,0.71,10,10,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
919,0.7,"Equal","None",0.71,0.71,0.71,10,30,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
920,0.7,"Equal","None",0.71,0.71,0.71,10,30,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
921,0.7,"Equal","None",0.71,0.71,0.71,10,30,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
922,0.7,"Equal","None",0.71,0.71,0.71,10,30,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
923,0.7,"Equal","None",0.71,0.71,0.71,10,30,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
924,0.7,"Equal","None",0.71,0.71,0.71,10,30,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
925,0.7,"Equal","None",0.71,0.71,0.71,20,10,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
926,0.7,"Equal","None",0.71,0.71,0.71,20,10,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
927,0.7,"Equal","None",0.71,0.71,0.71,20,10,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
928,0.7,"Equal","None",0.71,0.71,0.71,20,10,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
929,0.7,"Equal","None",0.71,0.71,0.71,20,10,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
930,0.7,"Equal","None",0.71,0.71,0.71,20,10,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
931,0.7,"Equal","None",0.71,0.71,0.71,20,30,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
932,0.7,"Equal","None",0.71,0.71,0.71,20,30,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
933,0.7,"Equal","None",0.71,0.71,0.71,20,30,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
934,0.7,"Equal","None",0.71,0.71,0.71,20,30,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
935,0.7,"Equal","None",0.71,0.71,0.71,20,30,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
936,0.7,"Equal","None",0.71,0.71,0.71,20,30,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
937,0.7,"Equal","None",0.71,0.71,0.71,30,10,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
938,0.7,"Equal","None",0.71,0.71,0.71,30,10,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
939,0.7,"Equal","None",0.71,0.71,0.71,30,10,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
940,0.7,"Equal","None",0.71,0.71,0.71,30,10,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
941,0.7,"Equal","None",0.71,0.71,0.71,30,10,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
942,0.7,"Equal","None",0.71,0.71,0.71,30,10,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
943,0.7,"Equal","None",0.71,0.71,0.71,30,30,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
944,0.7,"Equal","None",0.71,0.71,0.71,30,30,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
945,0.7,"Equal","None",0.71,0.71,0.71,30,30,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
946,0.7,"Equal","None",0.71,0.71,0.71,30,30,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
947,0.7,"Equal","None",0.71,0.71,0.71,30,30,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
948,0.7,"Equal","None",0.71,0.71,0.71,30,30,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
949,0.7,"Equal","None",0.71,0.71,0.71,50,10,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
950,0.7,"Equal","None",0.71,0.71,0.71,50,10,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
951,0.7,"Equal","None",0.71,0.71,0.71,50,10,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
952,0.7,"Equal","None",0.71,0.71,0.71,50,10,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
953,0.7,"Equal","None",0.71,0.71,0.71,50,10,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
954,0.7,"Equal","None",0.71,0.71,0.71,50,10,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
955,0.7,"Equal","None",0.71,0.71,0.71,50,30,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
956,0.7,"Equal","None",0.71,0.71,0.71,50,30,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
957,0.7,"Equal","None",0.71,0.71,0.71,50,30,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
958,0.7,"Equal","None",0.71,0.71,0.71,50,30,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
959,0.7,"Equal","None",0.71,0.71,0.71,50,30,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
960,0.7,"Equal","None",0.71,0.71,0.71,50,30,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
961,0.7,"Equal","Large",0.5,0.395,0.605,10,10,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
962,0.7,"Equal","Large",0.5,0.395,0.605,10,10,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
963,0.7,"Equal","Large",0.5,0.395,0.605,10,10,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
964,0.7,"Equal","Large",0.5,0.395,0.605,10,10,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
965,0.7,"Equal","Large",0.5,0.395,0.605,10,10,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
966,0.7,"Equal","Large",0.5,0.395,0.605,10,10,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
967,0.7,"Equal","Large",0.5,0.395,0.605,10,30,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
968,0.7,"Equal","Large",0.5,0.395,0.605,10,30,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
969,0.7,"Equal","Large",0.5,0.395,0.605,10,30,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
970,0.7,"Equal","Large",0.5,0.395,0.605,10,30,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
971,0.7,"Equal","Large",0.5,0.395,0.605,10,30,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
972,0.7,"Equal","Large",0.5,0.395,0.605,10,30,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
973,0.7,"Equal","Large",0.5,0.395,0.605,20,10,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
974,0.7,"Equal","Large",0.5,0.395,0.605,20,10,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
975,0.7,"Equal","Large",0.5,0.395,0.605,20,10,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
976,0.7,"Equal","Large",0.5,0.395,0.605,20,10,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
977,0.7,"Equal","Large",0.5,0.395,0.605,20,10,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
978,0.7,"Equal","Large",0.5,0.395,0.605,20,10,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
979,0.7,"Equal","Large",0.5,0.395,0.605,20,30,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
980,0.7,"Equal","Large",0.5,0.395,0.605,20,30,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
981,0.7,"Equal","Large",0.5,0.395,0.605,20,30,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
982,0.7,"Equal","Large",0.5,0.395,0.605,20,30,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
983,0.7,"Equal","Large",0.5,0.395,0.605,20,30,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
984,0.7,"Equal","Large",0.5,0.395,0.605,20,30,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
985,0.7,"Equal","Large",0.5,0.395,0.605,30,10,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
986,0.7,"Equal","Large",0.5,0.395,0.605,30,10,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
987,0.7,"Equal","Large",0.5,0.395,0.605,30,10,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
988,0.7,"Equal","Large",0.5,0.395,0.605,30,10,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
989,0.7,"Equal","Large",0.5,0.395,0.605,30,10,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
990,0.7,"Equal","Large",0.5,0.395,0.605,30,10,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
991,0.7,"Equal","Large",0.5,0.395,0.605,30,30,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
992,0.7,"Equal","Large",0.5,0.395,0.605,30,30,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
993,0.7,"Equal","Large",0.5,0.395,0.605,30,30,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
994,0.7,"Equal","Large",0.5,0.395,0.605,30,30,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
995,0.7,"Equal","Large",0.5,0.395,0.605,30,30,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
996,0.7,"Equal","Large",0.5,0.395,0.605,30,30,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
997,0.7,"Equal","Large",0.5,0.395,0.605,50,10,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
998,0.7,"Equal","Large",0.5,0.395,0.605,50,10,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
999,0.7,"Equal","Large",0.5,0.395,0.605,50,10,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1000,0.7,"Equal","Large",0.5,0.395,0.605,50,10,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1001,0.7,"Equal","Large",0.5,0.395,0.605,50,10,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1002,0.7,"Equal","Large",0.5,0.395,0.605,50,10,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1003,0.7,"Equal","Large",0.5,0.395,0.605,50,30,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1004,0.7,"Equal","Large",0.5,0.395,0.605,50,30,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1005,0.7,"Equal","Large",0.5,0.395,0.605,50,30,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1006,0.7,"Equal","Large",0.5,0.395,0.605,50,30,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1007,0.7,"Equal","Large",0.5,0.395,0.605,50,30,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
1008,0.7,"Equal","Large",0.5,0.395,0.605,50,30,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
1009,0.7,"Equal","Large",0.56,0.455,0.665,10,10,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1010,0.7,"Equal","Large",0.56,0.455,0.665,10,10,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1011,0.7,"Equal","Large",0.56,0.455,0.665,10,10,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1012,0.7,"Equal","Large",0.56,0.455,0.665,10,10,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1013,0.7,"Equal","Large",0.56,0.455,0.665,10,10,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1014,0.7,"Equal","Large",0.56,0.455,0.665,10,10,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1015,0.7,"Equal","Large",0.56,0.455,0.665,10,30,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1016,0.7,"Equal","Large",0.56,0.455,0.665,10,30,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1017,0.7,"Equal","Large",0.56,0.455,0.665,10,30,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1018,0.7,"Equal","Large",0.56,0.455,0.665,10,30,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1019,0.7,"Equal","Large",0.56,0.455,0.665,10,30,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1020,0.7,"Equal","Large",0.56,0.455,0.665,10,30,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1021,0.7,"Equal","Large",0.56,0.455,0.665,20,10,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1022,0.7,"Equal","Large",0.56,0.455,0.665,20,10,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1023,0.7,"Equal","Large",0.56,0.455,0.665,20,10,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1024,0.7,"Equal","Large",0.56,0.455,0.665,20,10,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1025,0.7,"Equal","Large",0.56,0.455,0.665,20,10,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1026,0.7,"Equal","Large",0.56,0.455,0.665,20,10,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1027,0.7,"Equal","Large",0.56,0.455,0.665,20,30,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1028,0.7,"Equal","Large",0.56,0.455,0.665,20,30,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1029,0.7,"Equal","Large",0.56,0.455,0.665,20,30,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1030,0.7,"Equal","Large",0.56,0.455,0.665,20,30,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1031,0.7,"Equal","Large",0.56,0.455,0.665,20,30,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1032,0.7,"Equal","Large",0.56,0.455,0.665,20,30,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1033,0.7,"Equal","Large",0.56,0.455,0.665,30,10,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1034,0.7,"Equal","Large",0.56,0.455,0.665,30,10,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1035,0.7,"Equal","Large",0.56,0.455,0.665,30,10,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1036,0.7,"Equal","Large",0.56,0.455,0.665,30,10,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1037,0.7,"Equal","Large",0.56,0.455,0.665,30,10,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1038,0.7,"Equal","Large",0.56,0.455,0.665,30,10,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1039,0.7,"Equal","Large",0.56,0.455,0.665,30,30,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1040,0.7,"Equal","Large",0.56,0.455,0.665,30,30,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1041,0.7,"Equal","Large",0.56,0.455,0.665,30,30,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1042,0.7,"Equal","Large",0.56,0.455,0.665,30,30,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1043,0.7,"Equal","Large",0.56,0.455,0.665,30,30,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1044,0.7,"Equal","Large",0.56,0.455,0.665,30,30,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1045,0.7,"Equal","Large",0.56,0.455,0.665,50,10,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1046,0.7,"Equal","Large",0.56,0.455,0.665,50,10,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
